ant(2'')-Ia_3_X74412	Aminoglycoside
ant(2'')-Ia_4_AF458082	Aminoglycoside
ant(2'')-Ia_5_AY139594	Aminoglycoside
ant(2'')-Ia_6_AJ871915	Aminoglycoside
ant(2'')-Ia_7_DQ018384	Aminoglycoside
ant(2'')-Ia_8_AY920928	Aminoglycoside
ant(2'')-Ia_9_HM367610	Aminoglycoside
ant(2'')-Ia_10_HM367617	Aminoglycoside
ant(2'')-Ia_11_HM367620	Aminoglycoside
ant(2'')-Ia_12_HQ880250	Aminoglycoside
ant(2'')-Ia_13_DQ176450	Aminoglycoside
ant(2'')-Ia_14_DQ266447	Aminoglycoside
ant(2'')-Ia_15_EF205594	Aminoglycoside
ant(2'')-Ia_16_HQ386848	Aminoglycoside
ant(2'')-Ia_17_JTTZ01000034	Aminoglycoside
ant(2'')-Ia_19_GQ466184	Aminoglycoside
ant(2'')-Ia_20_AY139599	Aminoglycoside
ant(2'')-Ia_1_X04555	Aminoglycoside
aph(3')-VI_1_KC170992	Aminoglycoside
aph(3')-XV_2_GQ626879	Aminoglycoside
aph(3')-XV_3_EU165039	Aminoglycoside
aph(3')-IIIa_1_AF330699	Aminoglycoside
aph(3')-IIIa_2_AJ490186	Aminoglycoside
aph(3')-IIIa_3_AB247327	Aminoglycoside
aph(3')-Va_2_AB211959	Aminoglycoside
aph(3')-Vb_2_AJ744850	Aminoglycoside
aph(3')-IIa_2_V00618	Aminoglycoside
aph(3')-IIb_2_CP006832	Aminoglycoside
aph(3')-Ia_2_EU287476	Aminoglycoside
aph(3')-Ia_3_EF015636	Aminoglycoside
aph(3')-Ia_4_AF498082	Aminoglycoside
aph(3')-Ia_5_AP004237	Aminoglycoside
aph(3')-Ia_6_L05392	Aminoglycoside
aph(3')-Ia_7_X62115	Aminoglycoside
aph(3')-Ia_8_Y00452	Aminoglycoside
aph(3')-Ia_9_EU722351	Aminoglycoside
aph(3')-Ia_10_EU855787	Aminoglycoside
aph(2'')-Ih_1_KF652096	Aminoglycoside
aph(2'')-Ig_1_CP004067	Aminoglycoside
aph(2'')-If_1_KF652097	Aminoglycoside
aph(2'')-If_2_AY701528	Aminoglycoside
aph(2'')-Ia_2_AP009486	Aminoglycoside
aph(2'')-Ia_3_AJ536195	Aminoglycoside
aph(2'')-Ib_3_KF652098	Aminoglycoside
ant(6)-Ia_3_KF864551	Aminoglycoside
aac(2')-Ia_1_L06156	Aminoglycoside
aac(2')-Ib_1_U41471	Aminoglycoside
aac(2')-Ic_1_U72714	Aminoglycoside
aac(2')-Id_1_U72743	Aminoglycoside
aac(2')-Ie_1_NC011896	Aminoglycoside
aac(3)-I_1_AJ877225	Aminoglycoside
aac(3)-Ia_1_X15852	Aminoglycoside
aac(3)-Ib_1_L06157	Aminoglycoside
aac(3)-Ib-aac(6')-Ib_1_AF355189	Aminoglycoside
aac(3)-Ic_1_AJ511268	Aminoglycoside
aac(3)-Id_1_AB114632	Aminoglycoside
aac(3)-If_1_AY884051	Aminoglycoside
aac(3)-Ig_1_CP000282	Aminoglycoside
aac(3)-Ih_1_CP000490	Aminoglycoside
aac(3)-Ii_1_CP000356	Aminoglycoside
aac(3)-IIa_1_X51534	Aminoglycoside
aac(3)-IIb_1_M97172	Aminoglycoside
aac(3)-IIc_1_X54723	Aminoglycoside
aac(3)-IId_1_EU022314	Aminoglycoside
aac(3)-IIe_1_EU022315	Aminoglycoside
aac(3)-IIIa_1_X55652	Aminoglycoside
aac(3)-IIIb_1_L06160	Aminoglycoside
aac(3)-IIIc_1_L06161	Aminoglycoside
aac(3)-IVa_1_X01385	Aminoglycoside
aac(3)-VIa_1_M88012	Aminoglycoside
aac(3)-VIIa_1_M22999	Aminoglycoside
aac(3)-VIIIa_1_M55426	Aminoglycoside
aac(3)-IXa_1_M55427	Aminoglycoside
aac(3)-Xa_1_AB028210	Aminoglycoside
aac(6')-Ia_1_M18967	Aminoglycoside
aac(6')-Ib_1_M21682	Aminoglycoside
aac(6')-Ic_1_M94066	Aminoglycoside
aac(6')-If_1_X55353	Aminoglycoside
aac(6')-Ig_1_L09246	Aminoglycoside
aac(6')-Ih_1_L29044	Aminoglycoside
aac(6')-Ij_1_L29045	Aminoglycoside
aac(6')-Ik_1_L29510	Aminoglycoside
aac(6')-Ip_1_Z54241	Aminoglycoside
aac(6')-Im_1_AF337947	Aminoglycoside
aac(6')-Iq_1_AF047556	Aminoglycoside
aac(6')-Ir_1_AF031326	Aminoglycoside
aac(6')-Is_1_AF031327	Aminoglycoside
aac(6')-It_1_AF031328	Aminoglycoside
aac(6')-Iu_1_AF031329	Aminoglycoside
aac(6')-Iv_1_AF031330	Aminoglycoside
aac(6')-Iw_1_AF031331	Aminoglycoside
aac(6')-Iz_1_AF140221	Aminoglycoside
aac(6')-Iad_1_AB119105	Aminoglycoside
aac(6')-Iae_1_AB104852	Aminoglycoside
aac(6')-Iaf_1_AB462903	Aminoglycoside
aac(6')-Iai_1_EU886977	Aminoglycoside
aac(6')-I30_1_AY289608	Aminoglycoside
aac(6')-31_1_AM283489	Aminoglycoside
aac(6')-32_1_EF614235	Aminoglycoside
aac(6')-33_1_GQ337064	Aminoglycoside
aac(6')-IIa_1_M29695	Aminoglycoside
aac(6')-IIb_1_L06163	Aminoglycoside
aac(6')-IIc_1_NC_012555	Aminoglycoside
aac(6')-aph(2'')_1_M13771	Aminoglycoside
aac(6')-Isa_1_AB116646	Aminoglycoside
aac(6')-Ib3_1_X60321	Aminoglycoside
aacA43_1_HQ247816	Aminoglycoside
ant(3'')-Ia_1_X02340	Aminoglycoside
aadA1_2_FJ591054	Aminoglycoside
aadA1_3_JQ414041	Aminoglycoside
aadA1b_1_M95287	Aminoglycoside
aadA1_4_JQ480156	Aminoglycoside
aadA1_5_JX185132	Aminoglycoside
aadA2_2_JQ364967	Aminoglycoside
aadA3_1_AF047479	Aminoglycoside
aadA4_1_Z50802	Aminoglycoside
aadA5_1_AF137361	Aminoglycoside
aadA6_1_AF140629	Aminoglycoside
aadA7_1_AF224733	Aminoglycoside
aadA8_1_AF326210	Aminoglycoside
aadA8b_2_AM040708	Aminoglycoside
aadA9_1_AJ420072	Aminoglycoside
aadA10_1_U37105	Aminoglycoside
aadA11_1_AY144590	Aminoglycoside
aadA12_1_AY665771	Aminoglycoside
aadA13_1_AY713504	Aminoglycoside
aadA14_1_AJ884726	Aminoglycoside
aadA15_1_DQ393783	Aminoglycoside
aadA16_1_EU675686	Aminoglycoside
aadA17_1_FJ460181	Aminoglycoside
aadA21_1_AY171244	Aminoglycoside
aadA22_1_AM261837	Aminoglycoside
aadA23_1_AJ809407	Aminoglycoside
aadA24_1_AM711129	Aminoglycoside
ant(6)-Ia_2_KF421157	Aminoglycoside
aadD_1_AF181950	Aminoglycoside
aadK_1_M26879	Aminoglycoside
ant(3'')-Ii-aac(6')-IId_1_AF453998	Aminoglycoside
ant(4')-Ib_1_AJ506108	Aminoglycoside
ant(4')-IIa_1_M98270	Aminoglycoside
ant(4')-IIb_1_AY114142	Aminoglycoside
ant(6)-Ia_1_AF330699	Aminoglycoside
ant(6)-Ib_1_FN594949	Aminoglycoside
aph(2'')-Ib_1_AF337947	Aminoglycoside
aph(2'')-Ic_1_U51479	Aminoglycoside
aph(2'')-Id_1_AF016483	Aminoglycoside
aph(2'')-Ie_1_AY743255	Aminoglycoside
aph(3')-Ia_1_V00359	Aminoglycoside
aph(3')-Ib_1_M20305	Aminoglycoside
aph(3'')-Ic_1_DQ336355	Aminoglycoside
aph(3')-Id_1_Z48231	Aminoglycoside
aph(3')-IIa_1_X57709	Aminoglycoside
aph(3')-IIb_1_X90856	Aminoglycoside
aph(3')-IIc_1_AM743169	Aminoglycoside
aph(3')-III_1_M26832	Aminoglycoside
aph(3')-IV_1_X03364	Aminoglycoside
aph(3')-Va_1_K00432	Aminoglycoside
aph(3')-Vb_1_M22126	Aminoglycoside
aph(3')-Vc_1_S81599	Aminoglycoside
aph(3')-VIa_1_X07753	Aminoglycoside
aph(3')-VIb_1_AJ627643	Aminoglycoside
aph(3')-VIIa_1_M29953	Aminoglycoside
aph(3')-VIII_1_ATGI01000028	Aminoglycoside
aph(3')-XV_1_Y18050	Aminoglycoside
aph(3'')-Ia_1_X53527	Aminoglycoside
aph(4)-Ia_1_V01499	Aminoglycoside
aph(6)-Ia_1_AY971801	Aminoglycoside
aph(6)-Ib_1_X05648	Aminoglycoside
aph(6)-Ic_1_X01702	Aminoglycoside
aph(9)-Ia_1_U94857	Aminoglycoside
aph(9)-Ib_1_U70376	Aminoglycoside
rmtB2_1_JN968578	Aminoglycoside
rmtF_1_JQ808129	Aminoglycoside
rmtG_1_JX486113	Aminoglycoside
rmtH_1_KC544262	Aminoglycoside
armA_1_AY220558	Aminoglycoside
npmA_1_AB261016	Aminoglycoside
rmtA_1_AB120321	Aminoglycoside
rmtB_1_AB103506	Aminoglycoside
rmtC_1_AB194779	Aminoglycoside
rmtD_1_DQ914960	Aminoglycoside
rmtD2_1_HQ401565	Aminoglycoside
rmtE_1_GU201947	Aminoglycoside
ant(9)-Ia_1_X02588	Aminoglycoside
aac(6')-Ib-cr_1_DQ303918	Aminoglycoside
aac(6')-Ib-cr_2_EF636461	Aminoglycoside
aph(3'')-Ib_2_AF024602	Aminoglycoside
aph(3'')-Ib_5_AF321551	Aminoglycoside
aph(6)-Id_2_AF024602	Aminoglycoside
str_1_X92946	Aminoglycoside
str_2_FN435330	Aminoglycoside
str_3_AM932524	Aminoglycoside
aac(3)-IIIb_2_LLLC01000048	Aminoglycoside
aac(3)-IIa_2_AY138987	Aminoglycoside
aac(3)-IIa_3_X13543	Aminoglycoside
aac(3)-IIa_4_L22613	Aminoglycoside
aac(3)-IIa_5_FJ012882	Aminoglycoside
aac(3)-IV_1_DQ241380	Aminoglycoside
aac(3)-VIa_2_NC_009838	Aminoglycoside
aph(3')-Ib_2_AJ744860	Aminoglycoside
ant(9)-Ia_2_M69221	Aminoglycoside
aadA24_1_DQ677333	Aminoglycoside
aadA8b_1_AY139603	Aminoglycoside
aadA2b_1_D43625	Aminoglycoside
aac(6')-Ii_1_L12710	Aminoglycoside
aac(3)-XI_1_CTEG01000046	Aminoglycoside
aac(3)-VIII_1_AB211959	Aminoglycoside
aac(3)-VIII_2_AJ843080	Aminoglycoside
aac(3)-VIII_3_AJ748131	Aminoglycoside
kmr_1_ENA_ACB88605	Aminoglycoside
ant(3'')-Ih-aac(6')-IId_1_AF453998	Aminoglycoside
aph(4)-Ib_1_X03615	Aminoglycoside
aac(6')Ib-cr_3_EF210035	Aminoglycoside
grdA_1_QJX10702	Aminoglycoside
aac(3)-IIa_6_CP023555	Aminoglycoside
Gar_1_NG_070891	Aminoglycoside
blaNDM-19_1_MF370080	Beta-Lactam
blaNDM-20_1_KY654092	Beta-Lactam
blaNDM-21_1_MG183694	Beta-Lactam
blaOXA-368_1_KT736121	Beta-Lactam
blaOXA-336_1_KF048907	Beta-Lactam
blaOXA-337_1_KF048908	Beta-Lactam
blaOXA-338_1_KF048909	Beta-Lactam
blaOXA-339_1_KF048911	Beta-Lactam
blaOXA-340_1_KF048912	Beta-Lactam
blaOXA-341_1_KF048913	Beta-Lactam
blaOXA-342_1_KF048915	Beta-Lactam
blaOXA-343_1_KF048916	Beta-Lactam
blaOXA-344_1_KF048917	Beta-Lactam
blaOXA-345_1_KF048918	Beta-Lactam
blaOXA-346_1_KF048919	Beta-Lactam
blaOXA-347_1_ACWG01000053	Beta-Lactam
blaOXA-361_1_KF460531	Beta-Lactam
blaOXA-362_1_KF460532	Beta-Lactam
blaOXA-363_1_KF460533	Beta-Lactam
blaOXA-364_1_JX306689	Beta-Lactam
blaOXA-365_1_KF885217	Beta-Lactam
blaOXA-366_1_KP050485	Beta-Lactam
blaOXA-370_1_KJ488943	Beta-Lactam
blaOXA-373_1_HG931732	Beta-Lactam
blaOXA-374_1_KF986255	Beta-Lactam
blaOXA-375_1_KF986256	Beta-Lactam
blaOXA-376_1_KF986257	Beta-Lactam
blaOXA-377_1_KF986258	Beta-Lactam
blaOXA-378_1_KF986259	Beta-Lactam
blaOXA-379_1_KF986260	Beta-Lactam
blaOXA-380_1_KF986261	Beta-Lactam
blaOXA-381_1_KJ135344	Beta-Lactam
blaOXA-382_1_KJ135345	Beta-Lactam
blaOXA-383_1_KF986262	Beta-Lactam
blaOXA-384_1_KF986263	Beta-Lactam
blaOXA-385_1_KF986253	Beta-Lactam
blaOXA-386_1_KF986254	Beta-Lactam
blaOXA-387_1_KJ173478	Beta-Lactam
blaOXA-388_1_KJ135343	Beta-Lactam
blaOXA-389_1_KJ135346	Beta-Lactam
blaOXA-390_1_KJ135342	Beta-Lactam
blaOXA-391_1_KJ427797	Beta-Lactam
blaOXA-392_1_AB901044	Beta-Lactam
blaOXA-395_1_AY306133	Beta-Lactam
blaOXA-396_1_AY306134	Beta-Lactam
blaOXA-397_1_KM087865	Beta-Lactam
blaOXA-398_1_KM087842	Beta-Lactam
blaOXA-400_1_KJ780078	Beta-Lactam
blaOXA-401_1_KJ780076	Beta-Lactam
blaOXA-402_1_JX865391	Beta-Lactam
blaOXA-403_1_KJ920337	Beta-Lactam
blaOXA-404_1_KJ920338	Beta-Lactam
blaOXA-405_1_KM589641	Beta-Lactam
blaOXA-406_1_KJ584915	Beta-Lactam
blaOXA-407_1_KJ584916	Beta-Lactam
blaOXA-408_1_KJ584917	Beta-Lactam
blaOXA-409_1_KJ584918	Beta-Lactam
blaOXA-410_1_KJ584919	Beta-Lactam
blaOXA-411_1_KJ584920	Beta-Lactam
blaOXA-412_1_KJ584921	Beta-Lactam
blaOXA-413_1_KJ584922	Beta-Lactam
blaOXA-414_1_KJ584914	Beta-Lactam
blaOXA-415_1_KJ865754	Beta-Lactam
blaOXA-416_1_KP264119	Beta-Lactam
blaOXA-417_1_KM220587	Beta-Lactam
blaOXA-418_1_KJ997966	Beta-Lactam
blaOXA-420_1_AB983359	Beta-Lactam
blaOXA-421_1_KM401566	Beta-Lactam
blaOXA-422_1_KM433671	Beta-Lactam
blaOXA-423_1_KM433672	Beta-Lactam
blaOXA-424_1_KM588352	Beta-Lactam
blaOXA-425_1_KM588353	Beta-Lactam
blaOXA-426_1_KM588354	Beta-Lactam
blaOXA-429_1_KM979376	Beta-Lactam
blaOXA-430_1_KM979377	Beta-Lactam
blaOXA-431_1_KM979378	Beta-Lactam
blaOXA-432_1_KM979379	Beta-Lactam
blaOXA-433_1_KM979380	Beta-Lactam
blaOXA-435_1_KP144324	Beta-Lactam
blaOXA-436_1_KT959105	Beta-Lactam
blaOXA-437_1_KP410856	Beta-Lactam
blaOXA-438_1_KP410734	Beta-Lactam
blaOXA-439_1_KP727573	Beta-Lactam
blaOXA-440_1_KP727574	Beta-Lactam
blaOXA-441_1_JX865394	Beta-Lactam
blaOXA-442_1_KP844571	Beta-Lactam
blaOXA-443_1_LC030178	Beta-Lactam
blaOXA-444_1_CP010800	Beta-Lactam
blaOXA-450_1_KR061502	Beta-Lactam
blaOXA-451_1_KR061504	Beta-Lactam
blaOXA-452_1_KR061505	Beta-Lactam
blaOXA-453_1_KR061507	Beta-Lactam
blaOXA-454_1_LC037981	Beta-Lactam
blaOXA-455_1_KP903885	Beta-Lactam
blaOXA-457_1_KP903887	Beta-Lactam
blaOXA-458_1_KP903888	Beta-Lactam
blaOXA-459_1_KP903889	Beta-Lactam
blaOXA-460_1_KR061508	Beta-Lactam
blaOXA-461_1_KR061509	Beta-Lactam
blaOXA-464_1_KU721146	Beta-Lactam
blaOXA-470_1_KR182163	Beta-Lactam
blaOXA-471_1_EU086833	Beta-Lactam
blaOXA-472_1_KR182165	Beta-Lactam
blaOXA-473_1_KR182166	Beta-Lactam
blaOXA-474_1_KR182167	Beta-Lactam
blaOXA-475_1_KR182168	Beta-Lactam
blaOXA-476_1_KR182169	Beta-Lactam
blaOXA-477_1_KR182170	Beta-Lactam
blaOXA-478_1_KR182171	Beta-Lactam
blaOXA-479_1_KR182172	Beta-Lactam
blaOXA-480_1_KR872296	Beta-Lactam
blaOXA-482_1_KP264124	Beta-Lactam
blaOXA-483_1_KP264125	Beta-Lactam
blaOXA-484_1_KR401105	Beta-Lactam
blaOXA-485_1_LLNM01000004	Beta-Lactam
blaOXA-486_1_AY597426	Beta-Lactam
blaOXA-488_1_CP017969	Beta-Lactam
blaOXA-489_1_CP013733	Beta-Lactam
blaOXA-490_1_KU721147	Beta-Lactam
blaOXA-491_1_KU721148	Beta-Lactam
blaOXA-493_1_KU739135	Beta-Lactam
blaOXA-494_1_AY597430	Beta-Lactam
blaOXA-496_1_KT200608	Beta-Lactam
blaOXA-497_1_LKJZ01000136	Beta-Lactam
blaOXA-499_1_KT964029	Beta-Lactam
blaOXA-500_1_JMNQ01000002	Beta-Lactam
blaOXA-501_1_KU167110	Beta-Lactam
blaOXA-502_1_KU167111	Beta-Lactam
blaOXA-503_1_KU167109	Beta-Lactam
blaOXA-505_1_KU531433	Beta-Lactam
blaOXA-506_1_KU571454	Beta-Lactam
blaOXA-507_1_KU551305	Beta-Lactam
blaOXA-508_1_KU596972	Beta-Lactam
blaOXA-509_1_KU692025	Beta-Lactam
blaOXA-510_1_JX865393	Beta-Lactam
blaOXA-511_1_KU710720	Beta-Lactam
blaOXA-512_1_KU726870	Beta-Lactam
blaOXA-513_1_KU323972	Beta-Lactam
blaOXA-514_1_KU866382	Beta-Lactam
blaOXA-515_1_KU866383	Beta-Lactam
blaOXA-516_1_KU871391	Beta-Lactam
blaOXA-517_1_KU878974	Beta-Lactam
blaOXA-519_1_KX349732	Beta-Lactam
blaOXA-520_1_KX388630	Beta-Lactam
blaOXA-521_1_KX462701	Beta-Lactam
blaOXA-522_1_KX599408	Beta-Lactam
blaOXA-523_1_KX599401	Beta-Lactam
blaOXA-524_1_KX599402	Beta-Lactam
blaOXA-525_1_KX599406	Beta-Lactam
blaOXA-526_1_KX599409	Beta-Lactam
blaOXA-527_1_KX599404	Beta-Lactam
blaOXA-528_1_KX599407	Beta-Lactam
blaOXA-529_1_KX599405	Beta-Lactam
blaOXA-530_1_KX599398	Beta-Lactam
blaOXA-531_1_KX599400	Beta-Lactam
blaOXA-532_1_KX609247	Beta-Lactam
blaOXA-533_1_KX668472	Beta-Lactam
blaOXA-534_1_KX714285	Beta-Lactam
blaOXA-535_1_KX828709	Beta-Lactam
blaOXA-536_1_KX859240	Beta-Lactam
blaOXA-537_1_KX360747	Beta-Lactam
blaOXA-538_1_KX827284	Beta-Lactam
blaOXA-539_1_KY094077	Beta-Lactam
blaOXA-540_1_KJ138219	Beta-Lactam
blaOXA-541_1_FM179467	Beta-Lactam
blaIMP-58_1_KU647281	Beta-Lactam
blaOXA-427_1_KX827604	Beta-Lactam
blaNDM-17_1_KX812714	Beta-Lactam
blaNDM-18_1_KY503030	Beta-Lactam
blaNDM-11_1_KP265939	Beta-Lactam
blaNDM-14_1_KM210086	Beta-Lactam
blaNDM-15_1_KP735848	Beta-Lactam
blaNDM-16_1_KP862821	Beta-Lactam
blaCMH-3_1_KX192165	Beta-Lactam
blaSGM-7_1_NG050614	Beta-Lactam
blaOXA-307_1_NG_050611	Beta-Lactam
blaOXA-287_1_NG_050609	Beta-Lactam
blaOXA-289_1_APRM01000005	Beta-Lactam
blaOXA-290_1_APOK01000044	Beta-Lactam
blaOXA-293_1_NG_050610	Beta-Lactam
blaL_1_NG050597	Beta-Lactam
blaL_2_NG050596	Beta-Lactam
blaVHW-1_1_AF217648	Beta-Lactam
blaVHH-1_1_NG050334	Beta-Lactam
blaTER-2_1_FJ263090	Beta-Lactam
blaTER-1_1_FJ263091	Beta-Lactam
blaSST-1_1_AB008455	Beta-Lactam
blaSRT-1_1_AB008454	Beta-Lactam
blaSRT-2_1_AY524276	Beta-Lactam
blaSPU-1_1_GQ919044	Beta-Lactam
blaSPG-1_1_KP109680	Beta-Lactam
blaSGM-6_1_NG049988	Beta-Lactam
blaSGM-5_1_NG049987	Beta-Lactam
blaSGM-4_1_CP002798	Beta-Lactam
blaSGM-2_1_AP010803	Beta-Lactam
blaSGM-1_1_AAQG01000013	Beta-Lactam
blaSCO-1_1_EF063111	Beta-Lactam
blaPLA-6A_1_DQ251478	Beta-Lactam
blaPLA-3A_1_AY507663	Beta-Lactam
blaPLA-4A_1_AY507664	Beta-Lactam
blaPLA-5A_1_DQ249871	Beta-Lactam
blaPLA2a_1_AY307385	Beta-Lactam
blaPLA1a_1_AY302757	Beta-Lactam
blaPEDO-3_1_KP109679	Beta-Lactam
blaPEDO-2_1_KP109678	Beta-Lactam
blaPEDO-1_1_KP109677	Beta-Lactam
blaOXA-518_1_KU739134	Beta-Lactam
blaOXA-493_1_CP007774	Beta-Lactam
blaOXA-466_1_KR061501	Beta-Lactam
blaOXA-465_1_KR061500	Beta-Lactam
blaOXA-449_1_KR061498	Beta-Lactam
blaOXA-448_1_KR061497	Beta-Lactam
blaOXA-447_1_KR061496	Beta-Lactam
blaOXA-446_1_KR061495	Beta-Lactam
blaOXA-308_1_APPN01000080	Beta-Lactam
blaOXA-306_1_APSB01000022	Beta-Lactam
blaOXA-303_1_APSD01000035	Beta-Lactam
blaOXA-302_1_APRT01000004	Beta-Lactam
blaOXA-299_1_APQD01000016	Beta-Lactam
blaOXA-298_1_APSA01000003	Beta-Lactam
blaVCC-1_1_KT818596	Beta-Lactam
blaPAM-1_1_AB858498	Beta-Lactam
blaTMB-1_1_FR771847	Beta-Lactam
blaTMB-2_1_AB758277	Beta-Lactam
blaACC-2_1_AF180952	Beta-Lactam
blaACC-3_1_AF180958	Beta-Lactam
blaACC-4_1_GU256641	Beta-Lactam
blaACT-1_1_U58495	Beta-Lactam
blaACT-2_1_AM076977	Beta-Lactam
blaACT-3_1_EF125013	Beta-Lactam
blaACT-4_2_AJ311172	Beta-Lactam
blaACT-5_1_FJ237369	Beta-Lactam
blaACT-6_1_FJ237366	Beta-Lactam
blaACT-7_1_FJ237368	Beta-Lactam
blaACT-9_1_HQ693810	Beta-Lactam
blaACT-10_1_JN848330	Beta-Lactam
blaACT-12_1_JX440355	Beta-Lactam
blaACT-14_1_JX440354	Beta-Lactam
blaACT-15_1_JX440356	Beta-Lactam
blaACT-16_1_AB737978	Beta-Lactam
blaBEL-1_1_DQ089809	Beta-Lactam
blaBEL-2_1_FJ666063	Beta-Lactam
blaBEL-3_1_GQ202694	Beta-Lactam
cepA_1_L13472	Beta-Lactam
cepA_1_U05887	Beta-Lactam
cepA_6_FR688022	Beta-Lactam
cepA-49_1_U05886	Beta-Lactam
cepA-44_1_U05885	Beta-Lactam
cepA-29_1_U05884	Beta-Lactam
blaCMY-1_1_X92508	Beta-Lactam
blaCMY-2_1_X91840	Beta-Lactam
blaCMY-5_1_Y17716	Beta-Lactam
blaCMY-6_1_AJ011293	Beta-Lactam
blaCMY-7_1_DQ173300	Beta-Lactam
blaCMY-8_1_AB201268	Beta-Lactam
blaCMY-9_1_AB061794	Beta-Lactam
blaCMY-12_1_Y16785	Beta-Lactam
blaCMY-13_1_AY339625	Beta-Lactam
blaCMY-14_1_AJ555825	Beta-Lactam
blaCMY-15_1_AJ555823	Beta-Lactam
blaCMY-17_1_AY513266	Beta-Lactam
blaCMY-18_1_AY743434	Beta-Lactam
blaCMY-19_1_AB194410	Beta-Lactam
blaCMY-20_1_AY960293	Beta-Lactam
blaCMY-21_1_DQ139328	Beta-Lactam
blaCMY-22_1_DQ256079	Beta-Lactam
blaCMY-23_1_DQ438952	Beta-Lactam
blaCMY-24_1_EF415650	Beta-Lactam
blaCMY-25_1_EU515249	Beta-Lactam
blaCMY-26_1_AB300358	Beta-Lactam
blaCMY-27_1_EU515250	Beta-Lactam
blaCMY-28_1_EF561644	Beta-Lactam
blaCMY-29_1_EF685371	Beta-Lactam
blaCMY-32_1_EU496815	Beta-Lactam
blaCMY-33_1_EU496816	Beta-Lactam
blaCMY-34_1_EF394370	Beta-Lactam
blaCMY-35_1_EF394371	Beta-Lactam
blaCMY-36_1_EU331426	Beta-Lactam
blaCMY-37_1_AB280919	Beta-Lactam
blaCMY-38_1_AM931008	Beta-Lactam
blaCMY-40_1_EU515251	Beta-Lactam
blaCMY-41_1_AB429270	Beta-Lactam
blaCMY-42_1_HM146927	Beta-Lactam
blaCMY-44_1_FJ437066	Beta-Lactam
blaCMY-45_1_FN546177	Beta-Lactam
blaCMY-46_1_FN556186	Beta-Lactam
blaCMY-47_1_HM046998	Beta-Lactam
blaCMY-48_1_HM569226	Beta-Lactam
blaCMY-49_1_GQ402541	Beta-Lactam
blaCMY-51_1_JQ733571	Beta-Lactam
blaCMY-53_1_HQ336940	Beta-Lactam
blaCMY-54_1_HM544039	Beta-Lactam
blaCMY-55_1_HM544040	Beta-Lactam
blaCMY-56_1_HQ322613	Beta-Lactam
blaCMY-57_1_HQ285243	Beta-Lactam
blaCMY-58_1_HQ185697	Beta-Lactam
blaCMY-60_1_JF460794	Beta-Lactam
blaCMY-61_1_JF460795	Beta-Lactam
blaCMY-62_1_JF460796	Beta-Lactam
blaCMY-63_1_HQ650104	Beta-Lactam
blaCMY-64_1_HQ832678	Beta-Lactam
blaCMY-65_1_JF780936	Beta-Lactam
blaCMY-66_1_JN714478	Beta-Lactam
